F,1,4,0
F,2,4,0
F,7,4,0
F,8,4,0
F,9,4,0
F,12,4,0
F,13,4,0
F,14,4,0
F,19,4,0
F,20,4,0
F,21,4,0
F,22,4,0
F,28,3,0
F,33,3,0
F,39,4,0
F,40,4,0
F,41,5,0
F,47,3,0
F,48,1,1
F,53,1,1
F,54,3,0
F,60,5,0
F,61,5,0
F,62,6,0
F,66,3,0
F,67,5,0
F,68,5,0
F,69,3,0
F,72,3,0
F,73,5,0
F,74,5,0
F,75,3,0
F,79,6,0
F,80,5,0
F,81,5,0
F,82,6,0
F,83,5,0
F,85,4,0
F,86,1,4
F,87,4,0
F,88,4,0
F,89,3,0
F,90,3,0
F,91,3,0
F,92,3,0
F,93,4,0
F,94,4,0
F,95,1,4
F,96,4,0
F,98,5,0
F,99,6,0
F,100,5,0
F,101,1,2
F,102,6,0
F,103,5,0
F,104,1,5
F,105,3,0
F,106,4,0
F,107,4,0
F,108,3,0
F,109,1,5
F,110,3,0
F,111,3,0
F,112,1,5
F,113,3,0
F,114,4,0
F,115,4,0
F,116,3,0
F,117,1,5
F,118,5,0
F,119,6,0
F,120,1,2
F,121,5,0
F,122,6,0
F,123,5,0
F,124,3,0
F,125,4,0
F,126,4,0
F,127,5,0
F,128,4,0
F,129,3,0
F,130,4,0
F,131,4,0
F,132,3,0
F,133,4,0
F,134,5,0
F,135,4,0
F,136,4,0
F,137,3,0
F,138,5,0
F,139,6,0
F,140,5,0
F,142,6,0
F,143,5,0
F,144,4,0
F,145,4,0
F,146,4,0
F,147,4,0
F,148,4,0
F,149,4,0
F,150,4,0
F,151,4,0
F,152,4,0
F,153,4,0
F,154,4,0
F,155,4,0
F,156,4,0
F,157,4,0
F,158,5,0
F,159,6,0
F,163,5,0
F,164,5,0
F,165,5,0
F,166,5,0
F,167,5,0
F,168,1,4
F,169,5,0
F,170,5,0
F,171,5,0
F,172,5,0
F,173,1,4
F,174,5,0
F,175,5,0
F,176,5,0
F,177,5,0
F,178,5,0
F,183,6,0
F,184,1,1
F,185,6,0
F,186,6,0
F,187,5,0
F,188,4,0
F,189,4,0
F,190,5,0
F,191,5,0
F,192,4,0
F,193,4,0
F,194,5,0
F,195,6,0
F,196,6,0
F,197,1,1
F,198,6,0
P,2,1,24797
K,0,2,24797
K,101,2,24797
K,120,2,24797
