F,4,1,3
F,5,5,0
F,6,5,0
F,7,1,5
F,8,5,0
F,9,8,0
F,10,5,0
F,11,6,0
F,12,6,0
F,13,1,5
F,14,5,0
F,15,5,0
F,16,1,3
F,24,5,0
F,25,1,2
F,26,5,0
F,27,5,0
F,28,1,4
F,29,5,0
F,30,5,0
F,31,7,0
F,32,1,4
F,33,5,0
F,34,5,0
F,35,1,2
F,36,6,0
F,44,5,0
F,45,8,0
F,55,5,0
F,56,5,0
F,64,5,0
F,68,1,1
F,69,1,1
F,70,1,1
F,71,1,1
F,72,1,1
F,76,5,0
F,84,5,0
F,86,1,1
F,87,1,1
F,88,1,1
F,89,1,1
F,90,1,1
F,91,1,1
F,92,1,1
F,93,1,1
F,94,1,1
F,96,5,0
F,104,5,0
F,105,5,0
F,106,6,0
F,107,1,3
F,108,5,0
F,109,5,0
F,111,6,0
F,112,5,0
F,113,1,3
F,114,5,0
F,115,6,0
F,116,8,0
F,124,5,0
F,127,1,3
F,129,7,0
F,130,6,0
F,131,6,0
F,133,1,3
F,136,5,0
F,144,5,0
F,145,5,0
F,147,1,3
F,153,1,3
F,155,6,0
F,156,7,0
F,164,1,2
F,165,8,0
F,166,5,0
F,167,1,3
F,168,5,0
F,169,5,0
F,170,7,0
F,171,5,0
F,172,6,0
F,173,1,3
F,174,5,0
F,175,5,0
F,176,1,2
P,1,2,24797
K,0,1,24797
K,35,0,24797
K,25,0,24797
K,164,0,24797
K,176,0,24797
