F,1,6,0
F,2,6,0
F,7,6,0
F,8,6,0
F,9,6,0
F,12,6,0
F,13,6,0
F,14,6,0
F,19,6,0
F,20,6,0
F,21,1,4
F,22,6,0
F,28,1,5
F,33,1,4
F,39,6,0
F,40,1,5
F,41,4,0
F,47,1,2
F,48,4,0
F,53,4,0
F,54,1,2
F,60,4,0
F,61,6,0
F,62,1,3
F,66,4,0
F,67,5,0
F,68,5,0
F,69,4,0
F,72,4,0
F,73,5,0
F,74,5,0
F,75,4,0
F,79,1,3
F,80,6,0
F,81,6,0
F,82,6,0
F,83,4,0
F,85,4,0
F,86,5,0
F,87,4,0
F,88,4,0
F,89,4,0
F,90,7,0
F,91,7,0
F,92,4,0
F,93,4,0
F,94,4,0
F,95,5,0
F,96,7,0
F,98,7,0
F,99,6,0
F,100,6,0
F,101,6,0
F,102,6,0
F,103,1,1
F,104,7,0
F,105,5,0
F,106,5,0
F,107,2,0
F,108,1,4
F,109,2,0
F,110,4,0
F,111,4,0
F,112,2,0
F,113,1,5
F,114,2,0
F,115,5,0
F,116,5,0
F,117,7,0
F,118,1,1
F,119,6,0
F,120,6,0
F,121,6,0
F,122,6,0
F,123,6,0
F,124,6,0
F,125,1,1
F,126,4,0
F,127,2,0
F,128,3,0
F,129,1,3
F,130,4,0
F,131,4,0
F,132,1,3
F,133,3,0
F,134,2,0
F,135,4,0
F,136,1,1
F,137,6,0
F,138,6,0
F,139,6,0
F,140,6,0
F,142,6,0
F,143,5,0
F,144,5,0
F,145,5,0
F,146,5,0
F,147,5,0
F,148,5,0
F,149,5,0
F,150,5,0
F,151,5,0
F,152,5,0
F,153,5,0
F,154,5,0
F,155,5,0
F,156,5,0
F,157,5,0
F,158,5,0
F,159,6,0
F,163,6,0
F,164,1,3
F,165,6,0
F,166,1,5
F,167,6,0
F,168,6,0
F,169,1,1
F,170,6,0
F,171,6,0
F,172,1,1
F,173,6,0
F,174,6,0
F,175,1,4
F,176,6,0
F,177,1,3
F,178,6,0
F,183,6,0
F,184,6,0
F,185,6,0
F,186,6,0
F,187,6,0
F,188,1,2
F,189,6,0
F,190,6,0
F,191,6,0
F,192,6,0
F,193,1,2
F,194,6,0
F,195,6,0
F,196,6,0
F,197,6,0
F,198,6,0
P,0,3,24797
K,0,0,24797
K,47,0,24797
K,54,0,24797
K,188,0,24797
K,193,0,24797
