F,13,7,0
F,14,4,0
F,15,4,0
F,17,2,0
F,18,8,0
F,19,4,0
F,26,3,0
F,27,3,0
F,28,2,0
F,29,4,0
F,30,5,0
F,33,6,0
F,39,2,0
F,46,2,0
F,47,1,1
F,48,8,0
F,49,1,1
F,50,2,0
F,53,7,0
F,54,6,0
F,55,4,0
F,57,4,0
F,58,5,0
F,59,3,0
F,62,2,0
F,63,8,0
F,64,9,0
F,65,5,0
F,66,2,0
F,67,4,0
F,68,1,1
F,69,3,0
F,70,9,0
F,73,2,0
F,74,2,0
F,75,9,0
F,77,1,0
F,78,8,0
F,79,2,0
F,82,7,0
F,83,1,1
F,84,6,0
F,85,1,1
F,86,5,0
F,87,1,1
F,88,2,0
F,89,1,1
F,90,5,0
F,93,3,0
F,94,3,0
F,95,2,0
F,97,9,0
F,98,4,0
F,99,6,0
F,102,2,0
F,103,2,0
F,104,9,0
F,105,6,0
F,106,8,0
F,107,2,0
F,108,7,0
F,109,3,0
F,110,6,0
F,113,4,0
F,115,5,0
F,117,7,0
F,119,3,0
F,122,8,0
F,123,1,1
F,124,5,0
F,125,1,1
F,126,4,0
F,133,7,0
F,139,3,0
F,142,9,0
F,143,4,0
F,144,2,0
F,145,8,0
F,146,6,0
F,153,1,0
F,154,3,0
F,158,2,0
F,159,9,0
F,173,5,0
F,174,6,0
F,175,2,0
F,177,2,0
F,178,9,0
F,179,1,0
F,193,8,0
F,194,8,0
F,195,2,0
F,196,3,0
F,197,2,0
F,198,9,0
F,199,7,0
P,1,2,24797
K,0,1,24797
