F,4,7,0
F,10,9,1
F,11,1,3
F,12,1,4
F,19,1,1
F,23,8,0
F,24,9,0
F,28,1,0
F,29,3,0
F,30,2,0
F,31,9,0
F,32,5,0
F,33,6,0
F,34,2,0
F,39,2,0
F,40,9,0
F,45,1,1
F,46,8,0
F,47,2,0
F,48,7,0
F,49,3,0
F,50,1,1
F,51,4,0
F,52,5,0
F,53,1,4
F,54,2,0
F,55,8,0
F,56,9,0
F,57,1,0
F,58,1,1
F,66,4,0
F,67,7,0
F,68,3,0
F,69,2,0
F,70,9,0
F,71,1,2
F,72,6,0
F,73,2,0
F,74,2,0
F,75,9,0
F,76,1,0
F,77,8,0
F,86,2,0
F,87,7,0
F,88,3,0
F,91,6,0
F,92,4,0
F,95,5,0
F,96,7,0
F,97,2,0
F,106,8,0
F,107,1,3
F,108,1,0
F,111,3,0
F,112,2,0
F,115,9,0
F,116,1,2
F,117,6,0
F,126,2,0
F,127,2,0
F,128,9,0
F,129,1,0
F,130,8,0
F,131,2,0
F,132,7,0
F,133,3,0
F,134,6,0
F,135,4,0
F,136,5,0
F,137,7,0
F,145,1,1
F,146,8,0
F,147,9,0
F,148,1,1
F,149,9,0
F,150,4,0
F,151,2,0
F,152,9,0
F,153,1,0
F,154,8,0
F,155,2,0
F,156,7,0
F,157,3,0
F,158,2,0
F,163,9,0
F,164,1,2
F,168,2,0
F,169,8,0
F,171,1,2
F,172,1,0
F,174,3,0
F,175,2,0
F,179,9,0
F,180,5,0
F,184,6,0
F,188,2,0
F,189,2,0
F,191,9,0
F,192,1,0
F,194,8,0
F,195,2,0
F,199,7,0
P,1,2,24797
K,0,1,24797
K,71,0,24797
K,116,0,24797
K,164,0,24797
K,171,0,24797
